Symbol,MarketPrice,FiftyTwoWeekLow,FiftyTwoWeekHigh,MarketCap,SharesOutstanding,TrailingPE,ForwardPE,EPSTrailingTwelveMonths,ForwardEPS,FiftyDayAverage,TwoHundredDayAverage
SHO,10.65,9.39,12.41,2139595520,200900992,14.2,39.444443,0.75,0.27,11.6996,10.65045
SHOO,38.23,36.4,50.01,2759862016,72191000,16.199154,12.617162,2.36,3.03,41.199,43.60295
SHOP,115.56,48.56,129.38,148881719296,1215529984,74.07693,62.464863,1.56,1.85,113.3066,84.24245
SHW,344.57,282.09,400.42,86780985344,251852992,32.69165,26.96166,10.54,12.78,354.1858,348.8996
SID,1.53,1.27,3.5,2028917632,1326089984,nan,7.6499996,-0.18,0.2,1.5382,2.0636
SIG,52.75,52.09,112.06,2294171392,43491400,6.1695905,4.594948,8.55,11.48,68.5014,86.1318
SIGI,78.49,78.13,109.58,4772584448,60805000,24.300308,10.075738,3.23,7.79,90.7356,92.67785
SIGIP,17.7675,17.1,20.296,nan,nan,3.1614769,nan,5.62,nan,17.90378,18.66783
SII,43.32,34.51,48.0,1100856448,25412200,23.933702,nan,1.81,nan,42.925,43.1262
SILA,24.48,20.2,26.75,1346850432,55018400,66.16216,nan,0.37,nan,24.562,24.184128
SIM,25.84,22.15,33.78,4081970944,153739008,9.261649,24.149532,2.79,1.07,26.2164,28.21605
SIMO,58.8,48.81,85.87,1980478080,33681600,21.858736,14.626865,2.69,4.02,54.824,63.4286
SIRI,24.75,20.47,48.0,8384532480,338768992,nan,8.06189,-6.14,3.07,23.637,27.4818
SITE,134.62,114.6,188.01,6053174784,44964900,49.859257,34.695873,2.7,3.88,138.8088,140.81635
SITM,179.93,72.39,268.18,4245952000,23597800,nan,124.089645,-4.05,1.45,219.1165,169.43953
SJM,110.01,98.77,127.59,11706824704,106416000,22.224243,10.447294,4.95,10.53,107.2124,113.5687
SJW,52.75,44.91,62.18,1754122112,33253500,19.043322,17.942177,2.77,2.94,50.1578,55.2372
SKM,22.7,19.88,24.58,8707244032,383579008,11.293532,7.138365,2.01,3.18,21.5842,22.12655
SKT,35.81,25.94,37.57,4037183744,112739000,40.693184,40.693184,0.88,0.88,33.976,31.3574
SKWD,48.65,33.27,55.615,1950860160,40099900,14.877676,14.877676,3.27,3.27,47.7855,42.613075
SKX,62.92,55.67,78.85,9499157504,131593000,15.125,12.711111,4.16,4.95,69.9222,67.10695
SKY,100.06,64.82,116.49,5731036672,57276000,35.35689,24.767326,2.83,4.04,96.1118,87.69595
SKYW,96.65,59.92,135.57,3897894656,40330000,12.438868,11.57485,7.77,8.35,108.8918,91.2461
SLAB,155.33,94.0,160.0,5041654784,32457700,nan,133.90518,-5.94,1.16,134.7274,119.1935
SLB,41.74,36.52,55.69,58471481344,1400850048,13.421223,11.373298,3.11,3.67,40.2772,43.46515
SLF,54.61,46.41,62.85,31283775488,572857984,14.719677,10.094271,3.71,5.41,58.624,54.92795
SLG,62.73,45.94,82.81,4737030656,71004600,784.125,-27.88,0.08,-2.25,67.3174,65.4559
SLGN,54.4,41.14,58.14,5809648128,106795000,21.085272,13.140098,2.58,4.14,53.2522,50.34265
SLM,30.68,19.39,32.65,6455072256,210400000,11.447761,10.226666,2.68,3.0,28.4182,23.67965
SLMBP,75.69,72.0,80.67,4942186496,435660992,35.286716,nan,2.145,nan,74.4476,75.4106
SLNO,46.13,36.61,60.92,1989005696,43117400,nan,-20.321587,-2.79,-2.27,47.396,48.2995
SLVM,68.37,54.59,98.02,2775822080,40600000,9.5222845,8.742967,7.18,7.82,79.801,77.78685
SM,34.35,34.06,53.26,3931769600,114462000,5.1499248,4.6231494,6.67,7.43,39.8136,43.48395
SMCI,56.07,17.25,122.9,32832628736,585564992,27.895523,13.224057,2.01,4.24,35.4088,53.330334
SMFG,15.29,10.74,15.83,98744500224,6458109952,11.583333,37.292683,1.32,0.41,14.739,13.51615
SMG,60.46,58.41,93.9,3474799360,57472700,nan,14.259435,-0.4,4.24,69.3864,72.2679
SMPL,37.31,30.0,40.525,3769504000,101032000,26.460995,17.599058,1.41,2.12,37.6828,35.895576
SMR,19.04,2.49,32.3,2301897984,120898000,nan,-40.51064,-0.95,-0.47,22.243,15.22305
SMTC,37.1,19.76,79.52,3197236992,86178896,nan,22.484848,-12.95,1.65,61.1886,45.4972
SMWB,9.52,5.71,17.64,786528128,82618496,nan,31.733334,-0.14,0.3,14.5126,10.0295
SN,102.89,52.17,123.0,14440303616,140347008,32.977566,21.12731,3.12,4.87,105.45,93.10745
SNA,335.88,252.98,373.9,17597829120,52393200,17.224615,16.693836,19.5,20.12,345.617,305.82944
SNAP,10.34,8.29,17.33,17540362240,1442210048,nan,25.219513,-0.42,0.41,11.3142,12.1983
SNDR,27.28,20.5,33.9,4779046912,92155696,41.333332,23.72174,0.66,1.15,29.4934,27.14835
SNDX,16.38,12.06,25.34,1398158976,85357696,nan,-4.6271186,-3.64,-3.54,14.0675,18.410376
SNEX,123.82,64.03,128.23,3972715264,32084600,14.793309,16.620134,8.37,7.45,106.2796,88.3427
SNN,26.13,23.65,31.72,11424323584,435998016,37.32857,20.255814,0.7,1.29,25.1018,27.06845
SNOW,177.89,107.13,235.66,58716332032,330071008,nan,191.27957,-3.38,0.93,173.4564,141.64516
SNPS,474.84,457.52,624.8,73419292672,154619008,51.38961,31.93275,9.24,14.87,511.2384,536.7544
SNRE,47.28,42.35,50.67,3340322560,68759696,nan,nan,-3.16,nan,46.319,46.422947
SNV,51.81,33.44,59.92,7313810432,141166000,17.09901,11.214286,3.03,4.62,53.9786,47.08065
SNX,141.67,101.21,145.1,11992620032,84651800,17.820126,10.999224,7.95,12.88,131.7396,122.6508
SNY,54.46,45.22,58.97,136541020160,2507180032,23.67826,11.024291,2.3,4.94,50.5692,51.60945
SO,88.4,65.99,94.45,96957120512,1096800000,22.155388,20.462963,3.99,4.32,83.6362,84.5504
SOBO,25.4,21.12,27.3,5244083712,0,nan,nan,nan,nan,24.1302,24.335684
SOC,28.49,10.11,32.33,2538456320,89099904,nan,12.386956,-3.73,2.3,24.194,19.6449
SOFI,14.67,6.01,18.42,16068931584,1095360000,37.615387,50.58621,0.39,0.29,15.7326,10.4086
SOJC,22.25,21.63,25.066,22238296064,999473984,26.488096,nan,0.84,nan,22.40538,23.512686
SOJD,20.71,20.25,24.55,nan,nan,nan,nan,nan,nan,21.1038,22.25665
SOJE,18.48,17.75,22.35,nan,nan,nan,nan,nan,nan,18.74876,20.062876
SOLV,73.02,47.16,77.17,12614715392,172756992,192.15788,13.204339,0.38,5.53,71.1186,65.02275
SON,46.83,44.36,61.73,4601497088,98259600,68.867645,8.259259,0.68,5.67,48.5724,52.5063
SONO,11.93,10.23,19.76,1420660224,119083000,nan,-79.53333,-0.55,-0.15,14.213,13.79635
SONY,24.78,15.022,25.29,149326774272,6026100224,20.311476,20.823528,1.22,1.19,21.6898,18.87896
SOUN,10.31,3.5,24.98,4054933504,360766016,nan,-51.550003,-0.35,-0.2,16.2131,8.003575
SOUNW,4.865,4.5,5.329,nan,nan,nan,nan,-6.571,nan,nan,nan
SPB,79.22,74.72,96.74,2084587136,26313900,21.88398,13.801394,3.62,5.74,84.4014,88.41175
SPG,183.8,139.25,188.14,69299585024,326270016,25.316805,27.109144,7.26,6.78,176.6724,165.09015
SPGI,533.4,407.69,545.39,164180525056,307800000,43.120457,31.731115,12.37,16.81,510.238,490.31354
SPH,21.8,15.2,22.24,1405962624,64493700,20.566038,10.139534,1.06,2.15,19.3498,18.78385
SPHR,46.92,32.1,51.83,1679421568,28926500,nan,-7.5922327,-11.23,-6.18,42.3762,41.66385
SPNS,27.95,25.01,41.22,1562036096,55886800,21.666668,17.689873,1.29,1.58,26.969,32.7979
SPNT,14.0,11.49,16.5,1630006016,116429000,13.461539,7.777778,1.04,1.8,14.72,13.961
SPOT,607.38,247.95,652.628,123810766848,203844000,106.0,68.16835,5.73,8.91,519.0372,393.40836
SPR,33.92,28.3,37.08,3977662464,117266000,nan,42.936707,-12.13,0.79,33.8154,32.99675
SPRY,11.24,7.55,18.51,1092365056,97185504,nan,-14.789474,-0.5,-0.76,12.1791,12.047275
SPSC,141.22,139.59,218.61,5334415872,37773800,69.225494,36.210255,2.04,3.9,182.6006,189.07945
SPT,28.41,25.053,65.53,1630708480,50898500,nan,40.014084,-1.2,0.71,32.4494,31.57195
SPXC,140.3,107.23,183.83,6504125952,46358700,37.413334,22.26984,3.75,6.3,149.4,151.5221
SQM,39.67,32.24,51.9,10660955136,142819008,nan,9.967336,-1.13,3.98,38.6262,40.11345
SR,75.07,57.27,75.63,4380019200,58345800,18.720697,16.462719,4.01,4.56,69.4776,65.6206
SRAD,21.26,9.17,22.94,6334013440,207564000,151.85715,81.76923,0.14,0.26,19.3849,13.907275
SRCE,63.83,47.3,68.13,1567243520,24553400,11.908582,12.134981,5.36,5.26,61.2682,58.7402
SRE,87.1,66.4,95.77,55169048576,633398976,19.185022,16.945526,4.54,5.14,84.6362,82.1213
SREA,22.96,22.33,25.27,nan,nan,nan,nan,nan,nan,23.36876,24.0253
SRPT,106.28,101.15,173.25,10151823360,95519600,69.012985,9.282096,1.54,11.45,118.6444,128.1953
SRRK,37.7,6.76,46.98,3529285632,93615000,nan,-17.534883,-2.36,-2.15,42.0431,22.156075
SSB,99.32,70.68,114.27,10050488320,101193000,14.249641,13.0,6.97,7.64,102.5704,93.9381
SSD,168.9,155.73,218.38,7121516032,42164100,22.194479,19.964539,7.61,8.46,169.9588,176.74545
SSL,4.64,4.2,9.33,2923144192,629987968,nan,1.5836177,-3.8,2.93,4.7576,6.34195
SSNC,88.6,59.63,89.5,21944889344,247684992,29.533333,15.408695,3.0,5.75,79.5452,72.19905
SSRM,10.23,3.91,10.91,2070408704,202386000,nan,15.984375,-1.29,0.64,7.861,6.0179
SSTK,25.41,25.13,54.41,885020160,34829600,24.911764,5.2608695,1.02,4.83,30.3392,34.49875
ST,29.49,24.91,43.14,4410701312,149566000,34.694115,8.776786,0.85,3.36,28.1522,34.7665
STAA,16.87,13.5,52.68,831284480,49275900,nan,21.354431,-0.41,0.79,23.004,32.9185
STAG,35.2,32.27,41.63,6699862016,186564992,33.846157,40.0,1.04,0.88,34.4304,36.78445
STBA,39.36,28.83,45.79,1505890048,38259400,11.542521,13.033113,3.41,3.02,39.2238,38.57185
STC,68.95,58.23,78.44,1914327680,27764000,26.417624,11.908463,2.61,5.79,67.5104,68.5386
STE,220.56,197.82,248.24,21670195200,98250800,35.40289,22.122366,6.23,9.97,213.8562,224.26195
STEL,28.64,21.27,32.36,1530206464,53429000,13.018181,15.073684,2.2,1.9,28.8228,26.3959
STEP,58.59,32.575,70.38,6987326464,75849696,nan,26.511312,-1.84,2.21,61.3101,54.444977
STGW,6.3,4.88,8.18,1658147456,111549000,nan,7.875,0.0,0.8,6.596,6.8514
STLA,13.94,12.12,29.51,40002084864,2869590016,3.0704844,4.677852,4.54,2.98,13.1882,16.07345
STLD,130.71,104.6,155.56,19899942912,152244992,13.270051,13.018925,9.85,10.04,124.848,127.55295
STM,27.59,21.36,49.05,24703617024,895382976,16.620481,19.84892,1.66,1.39,24.792,31.2399
STN,76.11,73.18,88.42,8681639936,114067000,35.07373,21.683762,2.17,3.51,78.9378,81.77955
STNE,9.91,7.72,17.93,2941040384,278025984,8.848214,7.0785713,1.12,1.4,8.7684,11.5097
STNG,41.23,41.07,84.67,2058201600,49920000,3.1353612,4.4333334,13.15,9.3,48.7818,65.2717
STR,20.01,18.4,25.949,3059829248,79237800,nan,47.64286,-0.05,0.42,20.4166,22.28105
STRA,101.72,85.11,123.62,2499199488,24569400,19.375238,18.294964,5.25,5.56,97.215,100.67135
STRL,116.29,87.9,206.07,3571626496,30713100,19.710169,18.54705,5.9,6.27,164.2144,142.77815
STT,98.7,70.2,103.0,28471887872,288468992,12.021924,10.5674515,8.21,9.34,98.7044,87.50275
STVN,20.9,16.56,34.0,5703589376,49604600,46.444447,34.833332,0.45,0.6,21.7754,20.34915
STWD,19.9,18.12,21.17,6902494208,337159008,16.864407,10.101522,1.18,1.97,19.449,19.72485
STX,100.85,82.31,115.32,21350651904,211707008,18.336363,10.396907,5.5,9.7,95.4904,99.93445
STZ,175.97,160.46,274.87,31807633408,180704992,46.800533,11.599868,3.76,15.17,199.439,235.1793
SU,39.49,33.26,41.95,49003933696,1240920064,11.85886,12.496836,3.33,3.16,37.9404,38.639
SUI,126.07,110.98,147.83,16716504064,127390000,67.77957,59.18779,1.86,2.13,124.3638,126.6591
SUN,57.95,49.45,64.89,7894876160,136236000,9.658334,9.610282,6.0,6.03,54.427,53.8773
SUPN,33.05,25.53,40.28,1824997760,55219300,30.887848,17.486773,1.07,1.89,37.4854,32.9638
SUPV,14.0,4.07,19.75,1393121792,75198600,15.730337,12.5,0.89,1.12,15.7896,9.703
SUZ,10.06,8.78,12.98,12543915008,1239239936,nan,6.7972975,-0.98,1.48,10.3246,9.98865
SVV,9.07,7.78,21.33,1450374528,159908992,19.71739,16.796295,0.46,0.54,10.6198,10.82935
SW,53.16,38.55,56.986,27666802688,520444000,64.82927,14.725762,0.82,3.61,53.6648,49.42376
SWI,18.32,10.14,18.55,3143840256,171607008,28.625,17.121494,0.64,1.07,15.1316,13.0955
SWK,87.95,77.7,110.88,13580710912,154414000,46.53439,16.020037,1.89,5.49,84.341,91.2273
SWKS,67.21,62.01,120.86,10803401728,160740992,20.68,10.501562,3.25,6.4,85.221,95.5565
SWTX,58.25,28.21,62.0,4365010432,74935800,nan,-27.219625,-3.48,-2.14,40.657,38.02005
SWX,76.89,61.13,80.29,5516372992,71743696,30.756,21.065752,2.5,3.65,73.0968,73.7317
SXI,189.75,154.45,212.66,2257664512,11898100,41.43013,19.561855,4.58,9.7,191.2874,181.10175
SXT,69.23,64.11,82.99,2934888192,42393300,23.547619,20.125,2.94,3.44,73.912,75.7756
SYBT,72.94,42.35,79.79,2146697216,29431000,18.750643,17.746958,3.89,4.11,73.8962,62.3656
SYF,61.41,39.67,70.93,23873138688,388750016,7.182456,9.4915,8.55,6.47,66.8736,54.7356
SYK,382.78,314.93,406.19,146060804096,381579008,49.263836,28.291204,7.77,13.53,378.6836,358.1352
SYM,24.47,17.11,50.405,14397952000,107705000,nan,67.97222,-0.14,0.36,27.3802,30.177525
SYNA,71.76,67.16,109.0,2812030464,39186600,16.766356,14.826447,4.28,4.84,78.5122,80.69185
SYRE,21.29,20.13,47.97,1283787008,60300000,nan,-5.1425123,-37.9,-4.14,23.1676,28.391174
SYY,73.22,69.03,82.33,35821420544,489230016,18.774359,14.882113,3.9,4.92,74.698,74.90015
T,26.62,15.94,26.72,191083167744,7178180096,17.865772,11.883929,1.49,2.24,23.4662,20.9389
TAC,10.9,5.94,14.64,3243840000,297600000,25.952381,35.16129,0.42,0.31,12.69,9.7015
TAK,14.06,12.58,15.08,44575686656,3170390016,32.697674,26.528305,0.43,0.53,13.3144,13.6993
TAL,14.45,7.35,15.32,8731889664,458143008,76.052635,29.489796,0.19,0.49,11.1308,10.53585
TALO,9.01,8.885,14.67,1621448576,179960992,14.301588,nan,0.63,0.0,9.8606,10.93075
TAP,60.33,49.19,69.18,12226719744,190158000,11.276636,10.173694,5.35,5.93,56.808,55.41905
TARS,47.84,20.082,57.28,1828774912,38226900,nan,-22.148148,-3.75,-2.16,51.8646,38.4795
TASK,14.37,10.56,19.6,1283350144,19274900,24.775862,10.119719,0.58,1.42,16.2958,14.4795
TBBB,28.03,19.31,35.22,3201054208,59709700,254.81819,73.76316,0.11,0.38,29.4318,28.58955
TBBK,56.13,29.92,65.84,2678158848,47713500,13.083917,10.671103,4.29,5.26,56.297,48.9239
TBLA,3.71,2.87,4.96,1247331712,291998016,nan,9.763158,-0.1,0.38,3.8084,3.583675
TCBI,79.58,54.68,91.8,3661714688,46013000,62.17188,14.060071,1.28,5.66,80.0588,71.59385
TCBK,44.05,31.73,51.06,1452346112,32970400,12.731214,13.268072,3.46,3.32,44.4662,42.8744
TCOM,67.02,38.23,77.18,43637321728,651108992,23.515789,18.412086,2.85,3.64,69.3016,57.2994
TD,59.83,51.25,64.91,104708481024,1750099968,17.966969,10.333334,3.33,5.79,55.6372,57.1083
TDC,23.32,22.73,39.7,2231724032,95700000,20.103449,9.479674,1.16,2.46,30.8416,31.0449
TDG,1290.13,1136.27,1451.32,72356421632,56084600,45.50723,29.671804,28.35,43.48,1301.7415,1311.5364
TDOC,11.51,6.76,15.95,1981642240,172167008,nan,-12.932585,-5.78,-0.89,10.5512,9.72675
TDS,37.96,13.92,41.21,4309940224,106000000,nan,-223.29411,-5.4,-0.17,35.3792,26.46405
TDW,50.46,46.5,111.42,2640218624,52323000,14.797653,7.1574464,3.41,7.05,53.113,74.8895
TDY,491.03,355.41,522.5,22883127296,46602300,28.49855,22.881176,17.23,21.46,484.9568,439.7864
TEAM,285.99,135.29,326.0,74929381376,163992000,nan,69.58394,-1.34,4.11,274.0564,205.19025
TECH,64.92,61.16,85.57,10263072768,158088000,66.244896,29.643833,0.98,2.19,73.3234,74.7744
TECK,41.13,37.3,55.13,20602800128,495700000,nan,22.598902,-0.63,1.82,42.3924,46.93785
TEF,4.32,3.89,4.93,24562700288,5639360000,nan,14.896553,-0.26,0.29,4.1298,4.44015
TEL,154.51,137.61,159.98,46098518016,298352992,24.447783,17.186874,6.32,8.99,147.6016,149.0363
TEM,68.09,22.89,91.45,10720497664,152402000,nan,-97.27142,-5.16,-0.7,49.6758,48.475994
TENB,38.37,35.25,50.3,4592812032,119698000,nan,26.462067,-0.31,1.45,41.096,41.66355
TEO,11.59,5.52,15.54,3906942720,125612000,12.329787,-15.453334,0.94,-0.75,12.6208,9.46385
TER,115.91,95.8,163.21,18744850432,161719008,34.91265,27.272942,3.32,4.25,124.17,128.5389
TEVA,16.74,12.51,22.8,19692769280,1145840000,nan,6.043321,-1.45,2.77,19.5564,17.8332
TEX,43.18,43.02,68.08,2867152128,66400000,8.705646,7.9375,4.96,5.44,46.9568,53.3384
TFC,45.66,34.26,49.06,60085817344,1315939968,nan,11.559493,-0.3,3.95,45.7326,42.8102
TFII,94.71,92.675,162.13,7994319360,84408400,19.094757,11.0,4.96,8.61,136.5474,141.19905
TFIN,67.48,66.85,110.58,1580401920,23420300,124.96297,41.654324,0.54,1.62,85.9806,84.4556
TFPM,16.81,11.75,18.88,3376943872,200888992,nan,22.716215,-0.11,0.74,16.0132,16.2237
TFSL,13.32,11.7,15.0,3740242688,280799008,45.931034,42.96774,0.29,0.31,13.0102,13.11885
TFX,175.64,165.62,249.91,8157371392,46443700,34.849205,11.502292,5.04,15.27,177.9368,210.17685
TGI,25.26,11.01,25.41,1955323648,77407904,132.94737,30.433735,0.19,0.83,20.3828,16.3202
TGLS,69.24,40.94,86.99,3253954560,46995300,21.637499,16.407583,3.2,4.22,79.1844,65.52715
TGNA,17.83,12.35,19.62,2872805120,161122000,6.234266,8.959799,2.86,1.99,18.285,16.0526
TGS,27.42,11.81,34.37,4578509312,69513696,28.86316,15.233334,0.95,1.8,28.9866,22.51745
TGT,124.27,120.21,181.86,56942002176,458212000,13.178154,11.8239765,9.43,10.51,134.7508,145.31635
TGTX,30.88,12.93,36.84,4806935040,155664992,nan,31.83505,-0.1,0.97,31.2816,24.559126
THC,129.6,88.98,171.2,12327682048,95121000,3.9633029,11.308901,32.7,11.46,133.9122,143.99284
THG,156.57,119.66,166.98,5620863488,35900000,13.404966,11.411808,11.68,13.72,156.0532,144.70285
THO,98.99,88.37,129.31,5268228096,53219800,25.25255,15.323529,3.92,6.46,100.4056,102.1859
THRM,33.08,30.25,58.58,1018500160,30789000,16.058254,10.7055025,2.06,3.09,38.9026,45.57855
THS,30.58,28.04,43.84,1535116032,50200000,59.960785,10.059211,0.51,3.04,33.9678,36.92725
TIGO,26.91,15.55,28.752,4556939264,169340000,29.25,9.1843,0.92,2.93,25.867,25.64045
TIGR,8.2,3.1,14.48,1532547200,180388000,58.571426,19.52381,0.14,0.42,7.0636,5.47855
TILE,21.48,13.07,27.34,1252361344,58303600,14.916666,14.225165,1.44,1.51,24.2534,19.77625
TIMB,14.92,11.32,19.14,7271814144,484120992,12.862069,10.219178,1.16,1.46,12.8738,14.799
TIXT,3.36,2.83,11.51,921725248,111268000,nan,5.0909085,-0.34,0.66,3.7574,4.4683
TJX,121.11,92.35,128.0,136147017728,1124160000,28.56368,26.328262,4.24,4.6,123.33,115.48315
TKC,7.1,4.76,8.47,6197177856,872841984,8.658537,13.396227,0.82,0.53,6.9854,7.03475
TKO,158.82,78.69,179.09,12896693248,81203200,nan,49.01852,-0.44,3.24,151.1342,124.5452
TKR,81.25,69.35,94.71,5697022464,70117200,16.282566,12.366818,4.99,6.57,76.647,81.1607
TLK,15.96,14.16,26.37,15976119296,990622016,11.400001,8.866667,1.4,1.8,16.314,18.0105
TLN,218.8,68.8,258.03,10056463360,45961900,nan,31.30186,-9.55,6.99,221.0425,166.48865
TLRY,0.9515,0.8251,2.97,888675328,933972992,nan,-13.592857,-0.3,-0.07,1.1746,1.58735
TLX,19.5,14.01,20.0,6527117824,334724000,195.0,nan,0.1,nan,16.66692,16.386738
TM,177.11,159.04,255.23,231695286272,1308199936,7.042147,11.2237015,25.15,15.78,184.7686,188.22784
TMDX,71.95,55.0,177.37,2414749696,33561500,77.365585,43.60606,0.93,1.65,66.7136,117.24325
TME,14.38,9.145,15.77,25076563968,857148992,27.653847,18.675325,0.52,0.77,11.7772,12.4507
TMHC,60.79,53.17,75.49,6184653312,101738000,7.3506646,6.5435953,8.27,9.29,63.5906,64.00335
TMO,532.55,493.3,627.88,203700371456,382500000,32.256207,22.671349,16.51,23.49,547.8504,569.8256
TMUS,265.17,158.84,271.41,302755217408,1141740032,27.450312,24.851923,9.66,10.67,230.8114,205.85825
TNC,86.86,78.57,124.11,1634366464,18816100,19.831049,13.657232,4.38,6.36,84.3642,93.2814
TNDM,31.0,24.835,53.69,2035971456,65676500,nan,-25.619833,-1.94,-1.21,35.2251,39.319176
TNET,66.51,66.12,134.67,3294080768,49527600,19.39067,12.316667,3.43,5.4,90.1764,96.4016
TNK,40.12,36.04,74.2,1378547200,29734600,3.449699,3.585344,11.63,11.19,40.9514,54.1554
TNL,55.14,39.91,58.95,3677634048,66696300,10.306542,8.724683,5.35,6.32,53.2382,47.93575
TOL,111.48,108.86,169.52,11144432640,99968000,7.682977,7.625171,14.51,14.62,130.9986,136.03075
TOST,37.7,20.57,44.115,21564399616,491000000,1256.6667,107.71429,0.03,0.35,38.6608,30.6372
TOWN,36.2,25.7,38.28,2724238336,75255200,16.83721,14.031009,2.15,2.58,35.3488,32.49235
TPB,67.91,22.47,70.99,1203507840,17722100,27.273094,21.766027,2.49,3.12,61.4364,45.8715
TPC,22.04,9.01,34.55,1155663104,52434800,nan,12.739884,-2.52,1.73,24.7606,24.03465
TPG,56.63,39.18,72.98,20923144192,107108000,nan,22.121094,-0.42,2.56,64.8457,55.611824
TPGXL,25.76,24.86,27.0,nan,nan,nan,nan,nan,nan,25.49634,25.902914
TPH,30.79,30.25,47.78,2846587904,92451696,6.3747416,6.7819386,4.83,4.54,36.7932,40.4412
TPL,1345.56,493.4,1769.14,30927429632,22984800,68.12962,18.402079,19.75,73.12,1284.7764,1004.17993
TPR,84.59,35.23,90.85,17511399424,207015008,24.590115,17.771008,3.44,4.76,71.229,51.23715
TPX,68.78,45.04,69.87,11943853056,173652992,31.406391,24.133333,2.19,2.85,59.9838,53.3752
TR,32.36,27.58,34.0,2198916864,41146400,26.52459,-16.594872,1.22,-1.95,31.4838,30.597
TREX,60.58,58.68,101.91,6490783744,107144000,27.6621,27.78899,2.19,2.18,71.3796,73.1476
TRGP,200.36,95.88,218.51,43691106304,218063008,34.13288,24.256659,5.87,8.26,194.9368,158.87505
TRI,176.28,149.5,179.45,79343624192,450100000,36.421486,43.850746,4.84,4.02,166.2694,166.78696
TRINI,25.35,24.05,26.88,nan,nan,nan,nan,nan,nan,25.34042,25.349836
TRINL,25.07,24.96,25.6,nan,nan,nan,nan,nan,nan,25.14942,25.188854
TRINZ,25.35,24.84,25.84,nan,nan,nan,nan,nan,nan,25.27984,25.29937
TRIP,15.11,12.93,28.76,2121171968,127582000,377.75,11.110293,0.04,1.36,15.7868,16.04495
TRMB,71.47,48.65,77.78,17566754816,245792000,11.735632,23.983221,6.09,2.98,73.5016,62.7675
TRMD,18.91,17.77,40.47,1906581888,97320704,2.449482,4.3773146,7.72,4.32,19.8834,30.057026
TRMK,36.5,25.24,40.73,2217933568,60765300,49.324326,11.550632,0.74,3.16,36.4562,33.5763
TRN,30.22,23.67,39.83,2482965760,82163000,16.696133,18.887499,1.81,1.6,36.608,33.8003
TRNO,67.12,53.78,71.63,6663707136,99280496,34.958336,40.92683,1.92,1.64,62.6822,62.8549
TROW,106.27,100.49,125.81,23659315200,222634000,11.614208,11.365774,9.15,9.35,114.0538,113.2384
TROX,7.84,7.72,20.7,1238233984,157938000,nan,8.3404255,-0.31,0.94,9.9662,13.73555
TRP,44.99,34.95,50.37,46749110272,1039100032,15.73077,16.977358,2.86,2.65,46.5664,44.257
TRU,91.69,66.07,113.17,17888718848,195100000,63.23448,20.107456,1.45,4.56,95.408,91.5748
TRUP,32.95,19.69,57.9,1399992832,42488400,nan,549.1667,-0.23,0.06,48.6088,42.12485
TRV,240.03,200.21,269.56,54421282816,226727008,11.179786,11.295529,21.47,21.25,243.074,231.85585
TS,37.76,27.24,40.73,20532377600,537608000,10.069333,11.763239,3.75,3.21,38.3512,33.59805
TSCO,56.37,47.83,61.528,30112571392,534195008,27.632353,5.06469,2.04,11.13,55.12024,55.16168
TSEM,45.14,30.48,55.31,5047283712,111070000,24.4,19.37339,1.85,2.33,50.1966,43.60825
TSLA,337.8,138.8,488.54,1086540414976,3216519936,163.98058,104.259254,2.06,3.24,401.7246,274.87445
TSLX,23.47,19.5,23.6583,2198233088,93661400,11.561576,10.619909,2.03,2.21,21.6848,21.17435
TSM,198.24,125.78,226.4,1028181655552,5186549760,28.730434,24.534655,6.9,8.08,204.9056,181.8995
TSN,60.45,52.11,66.88,21531926528,286184992,20.422297,17.27143,2.96,3.5,57.7702,59.52435
TT,354.83,279.0,422.0,79585173504,224291008,31.207563,28.049803,11.37,12.65,378.2128,363.8909
TTC,79.99,76.95,100.93,8049073664,100626000,19.94763,17.427013,4.01,4.59,82.5638,86.49405
TTD,72.06,71.61,141.53,35566944256,449655008,92.38461,37.33679,0.78,1.93,118.6122,108.59015
TTE,60.68,53.29,74.97,135401349120,2231399936,9.070254,7.4637146,6.69,8.13,57.577,64.61495
TTEK,29.93,29.23,51.2,8022317568,268036000,31.505264,19.953333,0.95,1.5,38.345,42.95761
TTMI,25.36,13.43,30.41,2585933824,101969000,46.962963,12.873096,0.54,1.97,25.3008,21.2227
TTWO,211.65,135.24,218.75,37355376640,176496000,nan,26.996172,-21.37,7.84,190.0092,165.98715
TU,15.59,13.24,18.16,23603259392,1514000000,33.17021,20.786667,0.47,0.75,14.3424,15.6249
TUYA,4.06,1.28,4.6295,2169659904,534399008,nan,36.909092,-0.03,0.11,2.223,1.7939
TVE,22.68,21.4,25.3,11907000,525000,nan,14.264151,nan,1.59,22.4298,22.30585
TVTX,21.98,5.12,25.29,1913014016,87034304,nan,-18.016392,-4.52,-1.22,19.5542,13.751425
TW,134.15,98.93,141.687,29267640320,116164000,57.823277,40.406624,2.32,3.32,129.8538,120.76425
TWFG,29.2,21.31,36.5,432507488,14811900,nan,45.625004,-1.0,0.64,29.8711,29.005
TWLO,114.31,52.51,151.95,17533325312,153384000,nan,27.087679,-0.66,4.22,121.948,80.8581
TWO,13.76,10.84,14.27,1431342720,104022000,5.8059077,9.2972975,2.37,1.48,12.1422,12.79005
